Frequency_Hz,Calcium,Event,Boutons,Fibers,Bouton_mean_average,Bouton_variance_average,Fano_of_bouton_averages,Mean_percent_A1,Mean_percent_CI_low,Mean_percent_CI_high,Mean_percent_SEM,Fano_percent_A1,Fano_percent_CI_low,Fano_percent_CI_high,Fano_percent_SEM,Median_MLE_P_A1_excluding_cap20,Var_over_Imean,Var_over_Imean_percent_A1,Var_over_Imean_percent_CI_low,Var_over_Imean_percent_CI_high,Var_over_Imean_percent_SEM
50,1.5 mM,3,15,8,0.5837953516026246,0.060604392111839246,0.10381102203960539,458.16315123729885,320.6556212999978,704.6303056664219,103.37902085653204,61.380152406609255,42.111049209497,95.21751135113466,15.451872082434067,0.3,0.10381102203960539,61.380152406609255,42.111049209497,95.21751135113466,15.451872082434067
50,1.5 mM,4,15,8,0.6590317501499412,0.07117956386310194,0.10800627412398166,517.2087488967458,326.15208628925444,858.792128365876,141.775252066858,63.86067140414805,39.47707734209706,109.17006311867588,20.530521527112782,0.3,0.10800627412398166,63.86067140414805,39.47707734209706,109.17006311867588,20.530521527112782
50,1.5 mM,5,15,8,0.720534472811964,0.05058649366546807,0.07020690275657289,565.4761445639971,351.20747716490996,914.8731907732235,153.00821039644657,41.51110649455291,17.134598205066897,77.1939828520589,16.052728619130537,0.3,0.07020690275657289,41.51110649455291,17.134598205066897,77.1939828520589,16.052728619130537
50,1.5 mM,6,15,8,0.7240276869094455,0.15722111339316033,0.21714792988686363,568.217622334341,328.91750447666925,964.7358676297914,170.61848181791478,128.39265782539303,61.0255020703795,154.4490555046129,25.629969765144402,0.3,0.21714792988686363,128.39265782539303,61.0255020703795,154.4490555046129,25.629969765144402
50,1.5 mM,7,15,8,0.7781491004978169,0.0969901407347508,0.12464210351551117,610.692159568998,345.3607752040256,1058.490257808708,189.55514025811652,73.69690770546164,48.37156112052298,108.26979325558527,16.850892853520183,0.3,0.12464210351551117,73.69690770546164,48.37156112052298,108.26979325558527,16.850892853520183
50,1.5 mM,8,15,8,0.7616276746334176,0.11275931301499514,0.14805044087882943,597.7261287224233,349.1704072208224,1018.4755913677726,177.56361843835813,87.5375123610794,56.74637126148533,111.97694663193052,14.117324177837126,0.3,0.14805044087882943,87.5375123610794,56.74637126148533,111.97694663193052,14.117324177837126
50,1.5 mM,9,15,8,0.7198169658984397,0.07974019543130972,0.11077843286422401,564.9130444508625,326.90421749525126,971.0057407396927,171.59545006312948,65.4997606128688,37.64484448810606,106.71510910843892,17.512840192438528,0.3,0.11077843286422401,65.4997606128688,37.64484448810606,106.71510910843892,17.512840192438528
50,1.5 mM,10,15,8,0.7957636013703666,0.08953898533958915,0.11251957891187292,624.5160367291793,373.110254341483,1042.8317253406194,182.05302047896328,66.52924483975642,31.642713810605557,85.40529973782293,14.944202519963177,0.3,0.11251957891187292,66.52924483975642,31.642713810605557,85.40529973782293,14.944202519963177
50,2.5 mM,1,44,16,0.26865156049297884,0.05572242764513868,0.20741523906612475,100.0,100.0,100.00000000000001,2.930864198991835e-15,100.0,99.99999999999999,100.00000000000001,5.5820853442103195e-15,0.3076923076923077,0.20741523906612475,100.0,99.99999999999999,100.00000000000001,5.5820853442103195e-15
50,2.5 mM,2,44,16,0.7205229666059192,0.08679755476518486,0.12046466079221826,268.19980694835755,233.19254116652644,313.01197387699796,20.562731005727024,58.078982689316135,45.67737736671481,77.75202973682444,8.365672785961639,0.3076923076923077,0.12046466079221826,58.078982689316135,45.67737736671481,77.75202973682444,8.365672785961639
50,2.5 mM,3,44,16,0.9247655931962968,0.10880814865803418,0.11766024758983204,344.224910325978,291.19908717610065,415.0212900457617,31.849860276060774,56.72690594943292,44.65179048906249,78.01866573092987,8.619175877387582,0.3076923076923077,0.11766024758983204,56.72690594943292,44.65179048906249,78.01866573092987,8.619175877387582
50,2.5 mM,4,44,16,1.0187376747037966,0.11331260045115017,0.11122843815911335,379.2040786341984,313.16241607407017,462.001474609843,39.544443281193516,53.62597206449875,42.44223196954874,77.41178571564427,8.995472983202685,0.3076923076923077,0.11122843815911335,53.62597206449875,42.44223196954874,77.41178571564427,8.995472983202685
50,2.5 mM,5,44,16,1.0968741881367172,0.11410600649381551,0.10402834502619643,408.2887834799619,339.511988186717,496.7073602225324,41.437740360134875,50.15462966683552,35.16523902095692,73.09159301792577,10.004958806850247,0.3076923076923077,0.10402834502619643,50.15462966683552,35.16523902095692,73.09159301792577,10.004958806850247
50,2.5 mM,6,44,16,1.1641673532651795,0.11241151680783036,0.09655958526284557,433.33727566254163,361.0644863770868,527.0797358907769,44.32746507385915,46.55375646341107,36.01883623553776,64.659366487949,7.390300081428658,0.3076923076923077,0.09655958526284557,46.55375646341107,36.01883623553776,64.659366487949,7.390300081428658
50,2.5 mM,7,44,16,1.228318677560007,0.14776952359318557,0.12030226869685175,457.2162824239798,373.81954397986897,563.9722443807603,51.09570101715189,58.00068945681418,47.4898637553686,80.02614994060028,8.158920698638807,0.3076923076923077,0.12030226869685175,58.00068945681418,47.4898637553686,80.02614994060028,8.158920698638807
50,2.5 mM,8,44,16,1.258443031418315,0.15632993778969564,0.12422488256262632,468.42945155764477,383.7204534793667,578.3136862351452,52.664233465385,59.8918783026463,41.185601772747575,86.95321199659811,11.785818713943327,0.3076923076923077,0.12422488256262632,59.8918783026463,41.185601772747575,86.95321199659811,11.785818713943327
50,2.5 mM,9,44,16,1.3498914686242673,0.17610807957198027,0.13046091753691844,502.4692453478403,407.657614448287,625.6323904331074,57.896866425143074,62.898424495862145,43.28905888740284,96.65046379570514,14.002830222328079,0.3076923076923077,0.13046091753691844,62.898424495862145,43.28905888740284,96.65046379570514,14.002830222328079
50,2.5 mM,10,44,16,1.378114387284546,0.16201272538136352,0.11756115956426189,512.9746444635161,410.2725252471386,643.6311315098901,61.220684655461696,56.679133169565695,39.26329678468134,90.28781460423222,12.909711400757526,0.3076923076923077,0.11756115956426189,56.679133169565695,39.26329678468134,90.28781460423222,12.909711400757526
50,4 mM,1,18,8,0.7739836989178297,0.18011092812045978,0.2327063585089553,100.00000000000001,99.99999999999999,100.00000000000001,5.303576571872861e-15,100.0,99.99999999999999,100.00000000000001,5.1586866822432814e-15,0.6444444444444444,0.2327063585089553,100.0,99.99999999999999,100.00000000000001,5.1586866822432814e-15
50,4 mM,2,18,8,1.8025023294673395,0.29955825736009667,0.1661902192651366,232.88634269527464,208.50843049667594,279.48289613882196,18.878743737018883,71.41627772012129,52.986408071371336,115.49520036179541,17.54060146586426,0.6444444444444444,0.1661902192651366,71.41627772012129,52.986408071371336,115.49520036179541,17.54060146586426
50,4 mM,3,18,8,2.060340679600584,0.42231622529628976,0.20497397807927556,266.19949263548,236.7258790112161,336.4632813787027,27.72245989602673,88.0826718241081,59.11661631476743,117.59867077411849,16.519593535043928,0.6444444444444444,0.20497397807927556,88.0826718241081,59.11661631476743,117.59867077411849,16.519593535043928
50,4 mM,4,18,8,2.230781337593385,0.3839117440168612,0.17209743400087496,288.2207132672722,238.8859862995508,375.853540144999,35.67418355411354,73.95476217477405,33.68368203122336,140.05942550823485,28.105305797131244,0.6444444444444444,0.17209743400087496,73.95476217477405,33.68368203122336,140.05942550823485,28.105305797131244
50,4 mM,5,18,8,2.2993153724636892,0.33736075499488116,0.14672226308538228,297.07542622390514,244.4110265952418,388.8846672669931,37.29560271177518,63.05038849195689,55.24469570311982,111.58824707424948,16.081505031248337,0.6444444444444444,0.14672226308538228,63.05038849195689,55.24469570311982,111.58824707424948,16.081505031248337
50,4 mM,6,18,8,2.3639315133959,0.46346143725100997,0.1960553571982403,305.42394067227866,244.6759343724179,404.8172327496949,40.797404235977886,84.25010749789867,40.75748535444487,135.0866192773023,27.1849746671117,0.6444444444444444,0.1960553571982403,84.25010749789867,40.75748535444487,135.0866192773023,27.1849746671117
50,4 mM,7,18,8,2.426382335451493,0.5872090485924719,0.24201010698637732,313.4926922678111,254.08165723057803,406.153570276658,40.313253455884464,103.99806371301366,30.755805320513378,170.943263715252,41.49625760206156,0.6444444444444444,0.24201010698637732,103.99806371301366,30.755805320513378,170.943263715252,41.49625760206156
50,4 mM,8,18,8,2.5725173384917865,0.6891421722769365,0.2678863080786722,332.3735812638735,273.6280886679378,428.9717420969823,40.88911681197765,115.11774314854533,36.13613680333959,193.15529004938395,45.71187155569336,0.6444444444444444,0.2678863080786722,115.11774314854533,36.13613680333959,193.15529004938395,45.71187155569336
50,4 mM,9,18,8,2.6682401550135184,0.4632369985643463,0.17361143362374717,344.74113069102157,275.86573209659184,440.41542287420236,42.26659291882313,74.60536735487013,54.630319929673895,104.81096105977005,14.675739228845774,0.6444444444444444,0.17361143362374717,74.60536735487013,54.630319929673895,104.81096105977005,14.675739228845774
50,4 mM,10,18,8,2.8115124766428523,0.6353532533693431,0.2259827258984817,363.2521564180046,303.07274153959594,465.40183020984136,42.727465711045824,97.11067946163799,30.059376318453126,163.48923588216067,38.74249844569613,0.6444444444444444,0.2259827258984817,97.11067946163799,30.059376318453126,163.48923588216067,38.74249844569613
